index,used,title,channel,date,url,context,keyword
0,0,[로스트아크] 개발자도 아닌데 내가 두근두근한 D-1,박서림,2023-06-23,https://www.youtube.com/watch?v=Fh0R47_-ap8,썸네일 일러스트 제작자 ' 나의비밀정원 ' https://tgd.kr/s/parkseorim/67798896 팬심 ...,코딩테스트
1,0,2023 메타버스 개발자 경진대회 &#39;오리엔테이션&#39; 하이라이트,차세대실감콘텐츠[Immersive Content] at RAPA,2023-06-23,https://www.youtube.com/watch?v=cRkgbRWHMtc,,코딩테스트
2,0,2023 메타버스 개발자 경진대회 &#39;오리엔테이션&#39; 하이라이트,2023 메타버스 개발자 경진대회,2023-06-23,https://www.youtube.com/watch?v=vMwkkqjMUCo,2023 메타버스 개발자 경진대회 '오리엔테이션' 하이라이트.,코딩테스트
3,0,티어 인플레이션은 있다? 없다? 개발자 오피셜 공개!?ㅣ오버워치2,김통수,2023-06-23,https://www.youtube.com/watch?v=XCogBObmMAo,6월 23일 개발자 블로그를 정리한 영상입니다 ▷ 방송 : https://www.twitch.tv/ktongsu ▷ 개인 문의 : ktongsu@naver.com ▷ 비즈니스 ...,코딩테스트
4,0,스타 개발자들도 모르는 스타 7대 미스테리. . .,흑운장TV [BLACKTUBE],2023-06-23,https://www.youtube.com/watch?v=RuWYb9kf6iI,흑하! 게임 : 스타크래프트 좋아요와 구독은 흑운장에게 큰 힘이 됩니다 :) ⭐️흑운장TV에 가입하여 혜택을 누려보세요.,코딩테스트
5,0,탑 해외 개발자와 개발 속도 2배 높이기,allshow TV,2023-06-23,https://www.youtube.com/watch?v=YfYHQK-D-Ns,"IDC 리포트에 따르면, IT 인력 문제는 많은 사람들이 예상했던 것보다 더 오래 지속되고 더 심화될 가능성이 높을 것이라고 합니다.",코딩테스트
6,0,[IT 개발자] 단어 기반 인코딩,국비지원 무료교육 정보센터 ,2023-06-23,https://www.youtube.com/watch?v=IDEX-dDHUGo,"안녕하세요 국비지원 무료교육 정보센터입니다 오늘의 교육내용은 단어 기반 인코딩 과정입니다 재밌게 보셨으면 구독,좋아요,알림 ...",코딩테스트
7,0,쯔꾸르 겜 개발자 폭력성 실험,영채라궁,2023-06-23,https://www.youtube.com/watch?v=ySiTtWUt2R8,,코딩테스트
8,0,"전국의 찬양팀, 작곡가, 편곡가! 개발자까지 알고 있어야 할 꿀팁! LALAL.AI",전도사TV,2023-06-23,https://www.youtube.com/watch?v=3x-6VPUVTCY,chatgpt #ai #챗gpt #lalal #ai #인공지능 지난번 소개해드렸던 가우디오 스튜디오에 이어 이번에는 해외판 가우디오 스튜디오!! LALAL ...,코딩테스트
9,1,개발자 자격이 없는 말과 행동 - 인생을 바꾸는 태도,이웃집 개발자,2023-06-23,https://www.youtube.com/watch?v=wnaxKyKmqb8,태도를 바꾸면 인생이 바뀝니다! #개발자 #태도.,코딩테스트
