index,used,title,channel,date,url,context,keyword
0,0,"ATOM, 코스모스 중국에 있는 모든 개발자가 코스모스에 있다고 해도 과언이 아닙니다, 2년만에 매수자리 등장!",종목식당,2023-06-16,https://www.youtube.com/watch?v=vT99-dvw0Vw,SEOUL META WEEK 2023 이벤트 참여하기 : https://url.kr/rnj5lh 정보의 홍수에서 사는 우리 모두 많은 정보를 쉽고 빠르게 알아낼 수 ...,코딩테스트
1,0,[개발자 교육과정] 믿을 수 있는 휴먼교육센터,휴먼티브이,2023-06-16,https://www.youtube.com/watch?v=6y334WmNRKU,안녕하세요 휴먼티브이입니다 오늘은 AI데이터플랫폼 개발자 과정 홍보 영상입니다 내일배움카드 발급으로 국비지원무료교육으로 ...,코딩테스트
2,1,보안 전쟁 시대에서 살아남기: 요즘 개발자가 알아야 하는 오픈소스 보안 올인원! (OSC코리아 x Sonatype x Fortify),OSC Korea,2023-06-16,https://www.youtube.com/watch?v=-gkCHUSo0XQ,오픈소스가 애플리케이션 개발의 기반이 되는 것이 당연한 시대입니다. 실제 전체 코드 중 76%가 오픈소스 소프트웨어이며 전체 96% ...,코딩테스트
3,0,[Java] 초보 개발자가 많이 하는 실수 13탄-추상클래스와 인터페이스를 사용하는 이유,인천일보아카데미,2023-06-16,https://www.youtube.com/watch?v=FKotWKJN5d8,인천일보아카데미 튜터가 직접 알려주는 '초보 개발자가 많이 하는 실수'! 13탄은 '추상클래스와 인터페이스를 사용하는 이유' 입니다.,코딩테스트
4,0,마이크핸드폰개발자 탁예준♡,"예준,예린TV",2023-06-16,https://www.youtube.com/watch?v=wMmwoqQzISI,,코딩테스트
5,1,신입 백엔드 개발자 업무역량에 관한 기준은 이 정도 입니다!,널널한 개발자 TV,2023-06-16,https://www.youtube.com/watch?v=iLhwLlar2DQ,영상에서 언급한 링크 입니다. 참고하시기 바랍니다! [중견기업 수습 기간 중 최종 채용되지 못한 1년차 백엔드 개발자에게] ...,코딩테스트
6,0,30대 남자 개발자의 180도 확바뀐 모습 비포애프터 | 50만 유튜버 조코딩,"TV바이각,전통과정통을바느질하다",2023-06-16,https://www.youtube.com/watch?v=XRoTZG-_9KQ,시대를 반영하는 ‍  아름다운 양복 프로젝트를 마치며 ▷50만 구독자 조코딩님의 인생 첫 테일러샵 방문 후기 * 김주현바이각 ...,코딩테스트
7,0,🇰🇷(23.06.15.Thu.) 2 HOUR STUDY WITH ME/ 나도 이제 Python 개발자/ Background 🔥ASMR /스터디윗미/코드윗미,HEODINK (공부하는 허딩크)_I'M STILL HUNGRY,2023-06-16,https://www.youtube.com/watch?v=Zj3GWFDD184,SUTDYWITHME #스터디윗미 #500시간코딩독학 #SelfTaughtcodingfor500hours #40대직장인자기계발 #파이썬독학 #python ...,코딩테스트
8,0,2년 다니다 퇴사한 개발자 출신의 민혜린,K-TUBE,2023-06-16,https://www.youtube.com/watch?v=fi4dpn-Nb1A,개발자.,코딩테스트
9,0,개발자들이 많이 쓴다는 예쁜 키보드,K-TUBE,2023-06-16,https://www.youtube.com/watch?v=QjeAF1VgATA,개발자 #키보드.,코딩테스트
10,0,개발자의 농락? 우연의 일치? #무한의계단 #심심이형TV shorts,심심이형TV,2023-06-16,https://www.youtube.com/watch?v=67ff-_5T8yw,TV-oj3dr.,코딩테스트
11,0,[엑조프라이멀 특별 기획] 몬헌 시리즈 개발자의 &#39;엑조프라이멀&#39; 체험기,capcomasia,2023-06-16,https://www.youtube.com/watch?v=k42Vst6xJkk,"캡콤의 완전 신작 타이틀 엑조프라이멀의 특별 기획! 츠지모토 프로듀서, 후지오카 디렉터를 비롯한 몬스터헌터 시리즈의 개발자들이 ...",코딩테스트
12,0,데가 소식) 뭐? 1주일에 테스트 10시간 한다고? (개발자  QnA) #데스티니가디언즈,롱탐의 Game Hub,2023-06-16,https://www.youtube.com/watch?v=L8JOanNvY6k,내용을좀 압축함 쓸모없는게 많아보여서 https://www.bungie.net/7/ko/News/article/this-week-in-destiny-6-15-23 출연진:롱탐 편집: ...,코딩테스트
13,0,🇰🇷(23.06.15.Thu.) 1 HOUR STUDY WITH ME/ 나도 이제 Python 개발자/ Background 🔥ASMR /스터디윗미/코드윗미,HEODINK (공부하는 허딩크)_I'M STILL HUNGRY,2023-06-16,https://www.youtube.com/watch?v=khhDoWJCsq0,SUTDYWITHME #스터디윗미 #500시간코딩독학 #SelfTaughtcodingfor500hours #40대직장인자기계발 #파이썬독학 #python ...,코딩테스트
14,0,[엑조프라이멀 특별 기획] 몬헌 시리즈 개발자의 &#39;엑조프라이멀&#39; 체험기,캡콤아시아,2023-06-16,https://www.youtube.com/watch?v=1WX1B_qXOjs,"캡콤의 완전 신작 타이틀 엑조프라이멀의 특별 기획! 츠지모토 프로듀서, 후지오카 디렉터를 비롯한 몬스터헌터 시리즈의 개발자들이 ...",코딩테스트
15,0,개발자들의 진심 - 젤다의 전설 티어스 오브 더 킹덤 (#1),누마-Neuma,2023-06-15,https://www.youtube.com/watch?v=VDa378NGC2A,Musicc - Kevin MacLeod 왕눈 시리즈 재생목록: ...,코딩테스트
16,0,깡한량 -아이온(마도) 1부- 개발자 라이브 한번보고 할거 하겠슴돠 !!  셀렉트 섭 찍먹할 캐릭 투표점요!! 에바네(천)vs이스(마),깡한량TV,2023-06-15,https://www.youtube.com/watch?v=hMj_Db_vD_E,깡한량 후원 링크 (Support) : https://toon.at/donate/kanghanryang 광고&스폰 문의 : sos0566@naver.com 아프리카TV ...,코딩테스트
17,0,"[이벤트] 1년에 2,300명! 비전공자도 개발자로 만드는 이곳의 정체 | 꿈꾸삼 (Eng Sub)",삼성전자 뉴스룸 [Samsung Newsroom],2023-06-15,https://www.youtube.com/watch?v=3BDPil_SwxA,꿈꾸삼(꿈꾸는 삼성) 댓글 이벤트 있음(아래 참고) 꿈꾸삼 아홉 번째 주인공은 SSAFY 교육을 담당하는 안성하 프로! SSAFY는 코딩 ...,코딩테스트
18,1,"1년에 2,300명! 비전공자도 개발자로 만드는 이곳의 정체",삼성전자 뉴스룸 [Samsung Newsroom],2023-06-15,https://www.youtube.com/watch?v=RPXnXO07ax4,"꿈꾸삼 아홉 번째 주인공은 SSAFY 교육을 담당하는 안성하 프로! SSAFY는 코딩 교육과 실전 프로그래밍, 취업 지원을 무료로 제공 ...",코딩테스트
19,0,AI 개발자 일이 사람들의 욕망을 부추기는 일 아닌가ㅣ일묵스님ㅣ제따와나선원 수행법담 501.,제따와나선원,2023-06-15,https://www.youtube.com/watch?v=xAgTnrHLdD8,감각적 욕망이 주된 욕계에서 생계를 유지하고 살다 보면 내가 하는 일이 사람들에게 불선업을 부추기고 있는 것 아닐까 하는 고민을 ...,코딩테스트
20,0,cs 공부 끝내기! 개발자 면접 기출! 자면서 들어도 강제 암기 [hashTable],TeamDiivelop,2023-06-15,https://www.youtube.com/watch?v=sczRVrmbYyQ,,코딩테스트
21,0,🍀금순이가수(호롱불)🍀사복차림으로 유친님들과🍀상추춤~개발자 ㅋㅋㅋㅋ 🍀😄😄,품바복순이,2023-06-15,https://www.youtube.com/watch?v=CmvWXOAYQi8,YouCut에 의해 수정됨:https://youcutapp.page.link/BestEditor.,코딩테스트
22,0,[vlog] 열심히 일하고 열심히 놀자 | 월디페 | 스타트업 백엔드 개발자 브이로그,개발자 제나의 일상,2023-06-15,https://www.youtube.com/watch?v=dYCv_CQbVgA,안녕하세요 여러분 :) 오늘도 별거 없는 저의 일상을 보러와 주셔서 감사합니다! 남은 한주도 화이팅 하시길 바래요 email ...,코딩테스트
23,0,삼성 갤럭시 개발자 휴대폰 #S22 ULTRA REMASTERING #전미라 레슨 #런닝맨 #전소민,부천손대장,2023-06-15,https://www.youtube.com/watch?v=k34vnmKsh-I,,코딩테스트
24,0,20초 스터디윗미 | 천재개발자가 되고싶어요,백구,2023-06-15,https://www.youtube.com/watch?v=dVTMLype0mM,,코딩테스트
25,0,개발자 전완근 훈련기록 1일차,owoonan,2023-06-15,https://www.youtube.com/watch?v=bn9zAGkz404,,코딩테스트
26,0,세상 다 아는 척하는 개발자 특징 【좋코딩2 EP.02】,조코딩 JoCoding,2023-06-15,https://www.youtube.com/watch?v=vGtSjJNQ0dM,좋코딩 시즌2 매주 목요일 오후 10시 방영 예정입니다. 00:24 주인공이 보여주는 단축키 세팅은 로지텍에서 새롭게 선보이는 *'스마트 ...,코딩테스트
27,1,"실리콘 벨리 취업 찐 사례만!!! - IT 개발자로서 Big Tech 기업의 요람, 실리콘 벨리로 취업한 실제 이야기들을 모아봤습니다",정보 창고 by 젤라,2023-06-15,https://www.youtube.com/watch?v=x1ZlR-v2HtI,명문대를 나와야할까요? 특별한 명함이 필요할까요? 그렇지 않더라구요 들어가기도 어렵지 않은 커뮤니티 컬리지를 통해서도 얼마 ...,코딩테스트
28,0,개발자 때려치고 다른일 하고 싶을때,흑우촌,2023-06-15,https://www.youtube.com/watch?v=-0C6cMVlE54,안녕하세요 벌써 여름이 왔네요.. 이번편은 개발자 때려치고 싶을때 이야기를 가지고왔습니다.. 건강챙기시고 행복하세요.. #개발자 ...,코딩테스트
29,0,New Dev Skin UGC Item (Giveaway) | Arsenal,Delcan,2023-06-15,https://www.youtube.com/watch?v=mlC8hTAVIRE,Like and Subscribe Enter the giveaway here: https://twitter.com/DelcanDebris/status/1669258473748692992 *Character image in ...,코딩테스트
30,1,"신입 개발자 포트폴리오 어떻게 준비해야하나요? | 개발자 포트폴리오 컨설팅, 리뷰 해주면서 요약 정리",개발자_마이쮸,2023-06-15,https://www.youtube.com/watch?v=AARwI_H0wr4,최근에 개발자 포트폴리오를 리뷰해주면서 어떻게 만들어야 하는지 간단하게 가이드를 만들어보았습니다. 사실 정답은 없는 영역인것 ...,코딩테스트
31,0,"♫ 함께 성장하는 프리랜서 커뮤니티 | 그래픽/3D 디자이너, 개발자, 영상 제작자 등..",공유오피스 워크룸723,2023-06-15,https://www.youtube.com/watch?v=VuFnJp5kTK4,"워크룸은 그래픽/3D 디자이너, 일러스트레이터, 영상 프로덕션/편집자, 시나리오 작가, 개발자 그리고 대학생 등 15명이 함께 하는 ...",코딩테스트
32,0,개발자 어금니 주의! 젤다 퍼즐을 공략하는 기발한(?) 방법들... | 젤다의전설:왕국의눈물,대도서관TV (buzzbean11),2023-06-15,https://www.youtube.com/watch?v=dt8xNVRPEm0,젤다의 전설 생방송 보러가기 :: https://www.youtube.com/watch?v=W9wzTxweduk&t=15403s 대도서관 팬 카페 ...,코딩테스트
33,1,캐나다 밴쿠버 개발자 정리해고 당하던날,Susu Guma 수수구마,2023-06-15,https://www.youtube.com/watch?v=R3fT5kgUI0k,Instagram : https://www.instagram.com/susuguma77/ ...,코딩테스트
34,0,개발자도 이해 못 하는 버블경제 시절의 일본 자동차 옵션 이야기,WRD,2023-06-15,https://www.youtube.com/watch?v=jBJ6SxKXpl0,자동차에는 셀 수 없이 많은 장비가 옵션으로 제공됩니다. 메이커의 성격이 반영되기도 하고 운전자를 보조하거나 자동차의 성능에 ...,코딩테스트
35,0,개발자들이 워크스테이션을 쓰는 이유는 무엇일까?(hp Data Science),주식회사신성씨앤에스,2023-06-15,https://www.youtube.com/watch?v=owbsT9rNHLE,"개발자들이 워크스테이션으로 HP를 선호하는 이유! 1. HP Data Science keras, pytorch, pycharm, docker등 사전 탑재가 되어 ...",코딩테스트
